Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"['Just like the covid-19 vaccine that will be ready in the next month or so, I have a bridge for sale.', 'Just like that covid-19 vaccine that will be ready in the next month or so, I have a bridge for sale.', 'Just like the covid-19 vaccine that will be ready in the next month or so, I have a bridge for sale if you believe this.', 'Just like that covid-19 vaccine that will be ready in the next month or so, I have a bridge for sale if you believe this.']",0,0,0,0,1,0,1,0,0,0,0,0
"['Pfizer are being sued in several countries for manipulating data.', 'Pfizer are currently being sued in several countries for manipulating data.', 'Pfizer is being sued in several countries for manipulating data.', 'Pfizer are being sued in several countries for manipulating data, so if you want to see how they lied, go to the internet.']",0,0,1,0,1,0,0,0,0,0,0,0
"[""It's a good thing we opened the door wide and are working on a vaccine with China's military with human trials on Canadians."", ""We opened the door wide and are working on a vaccine with China's military with human trials on Canadians."", ""It's a good thing we opened the door wide and are working on a vaccine with China's military."", ""It's a good thing we opened the door wide and are working on a vaccine with China's military for Canadians.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['The big announcement of the Vaccine today was known before last week and kept secret because of the American elections.', 'The big announcement of the Vaccine today was known before last week and kept secret because of the American Elections.', 'The big announcement of the Vaccine today was kept a secret because of the American elections.', 'The big announcement of the Vaccine today was kept secret because of the American elections.']",0,0,1,0,1,0,0,0,0,0,0,0
"[""I can't wait for Friday."", 'I cannot wait for Friday.', ""I can't wait for Friday, I can't wait for you."", ""I can't wait for Friday. #voetsekrain and your terrible service.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""I don't understand why the media is so focused on Trump mentioning the injection of disinfectants, since a lot of the already approved FDA vaccines for things other than Covid-19 have disinfectants included in their formula."", ""I don't understand why the media is so focused on Trump mentioning the injection of disinfectants, since a lot of the already approved FDA vaccines for things other than Covid-19 have disinfectants included in their formulation."", ""I don't understand why the media is so focused on Trump mentioning the injection of Disinfectants when there are already approved FDA vaccines that have Disinfectants in them."", ""I don't understand why the media is so focused on Trump mentioning the injection of disinfectants, since a lot of the already approved FDA vaccines for things other than Covid-19 have sterilants included in their formula.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['Boris Johnson says he will move the second vaccine shot to 12 weeks from 3 weeks, but what are the chances of taking action against him and his government?', 'Boris Johnson says he will move the second vaccine shot to 12 weeks from 3 weeks as advised by the makers.', 'Boris Johnson says he will move the second vaccine shot to 12 weeks from 3 weeks, but what are the chances of an action being taken against him?', 'Boris Johnson says he will move the second vaccine shot to 12 weeks from 3 weeks, which is dangerous advice.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The truth is, it is a complicated matter to explain.', 'The truth is that it is a complicated matter to explain.', 'The truth is, it is a complicated matter to explain, and we have just now been vaccineed through the public health system in Japan.', 'The truth is, it is a complicated matter to explain, and we have just now been vaccineed through the public health system.']",0,0,0,0,1,0,0,0,0,0,0,0
"['This is simply not true, with this much propaganda & that much government money going to private hands questions of conflict of interest is simply sanity.', 'This is simply not true, with this much propaganda & that much government money going to private hands questions of conflict of interest is simply sanity ""trust"" in governments caught lying to us so often in the past.', 'This is simply not true, with this much propaganda & that much government money going to private hands questions of conflict of interest is simply sanity ""trust"" in governments caught lying to us so often in the past is idiocy.', 'This is simply not true, with this much propaganda & that much government money going to private hands, questioning the narative is simply sanity.']",0,0,1,0,1,0,0,0,0,0,0,0
"['Boris Johnson said he would take steps to promote the disease.', 'Boris Johnson said he would take steps to promote the vaccine.', 'He said he would take steps to promote the disease.', 'Boris Johnson said he would promote the vaccine.']",0,0,0,0,1,0,0,0,0,0,0,0
"['There will be no vaccine for cobra before the election, as a political ploy to get the greatest con man that ever lived a get of a jail free card.', 'There will be no vaccine for cobra before the election, as a political ploy to get the greatest con man that ever lived a get a jail free card.', 'There will be no vaccine for cobra before the election, as a political ploy to get the greatest con man that ever lived, a jail free card.', 'There will be no vaccine for cobra before the election, as a political ploy to get the greatest con man that ever lived.']",0,0,0,0,1,0,1,0,0,0,0,0
"['The Vaccine Task Force was corrupted by a conflict of interest, and it turned out the vaccine was a dud.', 'The Vaccine Task Force was corrupted by a conflict of interest, and now the vaccine is a dud.', 'The Vaccine Task Force was corrupted by a conflict of interest, and now it turns out the vaccine is a dud.', 'The Vaccine Task Force was corrupted by a conflict of interest, and they bet on it, but now it turns out the vaccine is a dud.']",0,0,1,0,1,0,0,0,0,0,0,0
"['Pfizer has had 80 offences in 20 years totalling almost $5,000,000,000 in fines with the top violations in health care related offences.', 'Pfizer have had 80 offences in 20 years totalling almost $5,000,000,000 in fines with the top violations in health care related offences.', 'Pfizer has had 80 offences in 20 years totalling almost $5,000,000,000 in fines, with the top violations in health care related offences.', 'Pfizer have had 80 offences in 20 years totalling almost $5,000,000,000 in fines, with the top violations in health care related offences.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""I don't believe in the models or death toll numbers being released by the government or MSM."", ""I don't believe in the death toll numbers being released by the government or MSM."", ""I don't believe in the models or death toll numbers being released by the government."", ""I don't believe in death toll numbers being released by the government or MSM.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['Pfizer was lying when they said they had a vaccine.', ""Pfizer was lying when they said they had a vaccine. Don't vote for Trump, he's a fraud."", ""Pfizer was lying when they said they had a vaccine. Don't vote for Trump, he's a fraud!"", ""Pfizer was lying when they said they had a vaccine. Don't vote for Trump, he is a fraud.""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""If you're still considering vaccine passports or covid status certification, grow a pair and tell those who are pushing for it to F off."", ""If you're still considering vaccine passports or covid status certification, grow a pair and tell those who are pushing for it to FOFF."", ""If you're still considering vaccine passports or covid status certification, grow a pair and tell those pushing for it to F off."", ""You're pathetic if you're still considering vaccine passports or covid status certification, grow a pair and tell those who are pushing for it to F off.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['The flu season is coming soon and they will push the figures up to get people to take the vaccine.', 'The flu season is coming soon and they will push the figures up to encourage people to take the vaccine.', 'The flu season is coming soon and they will push the figures to get people to take the vaccine.', 'The flu season is coming soon and they will push the figures up to make people take the vaccine.']",0,0,0,0,1,0,0,0,0,0,0,0
"['All the world politicians are reading from a script, orders from Klaus of WEF and Bill Gates to implement the ""Great Reset"", so as to mass vaccine people.', 'All the world politicians are reading from a script, orders from Klaus of WEF and Bill Gates to implement the ""great reset"", so as to mass vaccine people.', 'All the world politicians are reading from a script, orders from Klaus of WEF and Bill Gates to implement the "" Great Reset"", so as to mass vaccine people.', 'All the world politicians are reading from a script, orders from Klaus of WEF and Bill Gates to mass vaccine people.']",0,0,0,0,1,0,0,0,0,1,0,0
"[""He's not above a short-term lie, is he? Is it possible that Trump's October surprise was the false claim of a miracle vaccine that eradicates the virus for everyone and will be available after the first of the year and reopens schools and the economy 100%?"", ""He's not above a short-term lie, is he? Is it possible that Trump's October surprise was the false claim of a miracle vaccine that eradicates the virus for everyone and will be available after the first of the year and reopens schools and the economy completely?"", ""He's not above a short-term lie, is he? Could Trump's October surprise be the false claim of a miracle vaccine that will eradicate the virus for everyone and will be available after the first of the year and reopens schools and the economy 100%?"", ""He's not above a short-term lie, is he? Is it possible that Trump's October surprise was the false claim of a miracle vaccine that eradicates the virus for everyone and will be available after the first of the year and reopens schools and the economy?""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""I'm not taking a vaccine created in the US by a company owned by Trump's daughter."", ""I'm not taking a vaccine created in the US by a company that is owned by Trump's daughter."", ""I'm not taking a vaccine created in the US by Covid, which is owned by a company owned by Donald Trump's daughter."", ""I'm not taking a vaccine created in the US by Covid, which is owned by a company that is owned by Trump's daughter.""]",0,0,0,0,1,1,0,0,0,0,0,0
"['Pfizer brought out a vaccine after the election.', 'The vaccine was created in 1997 to protect people from the two diseases.', 'The vaccine was created to protect people from two diseases.', 'The vaccine was created to protect people from the two diseases.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""It wasn't as fast as Pfizer, but Trump preferred it."", ""It wasn't as fast as Pfizer, but it was the one Trump wanted, and he had 10 million shares in it."", ""It wasn't as fast as Pfizer, but it was the one Trump wanted to be the first vaccine."", ""It wasn't as fast as Pfizer, but it was the one that Trump wanted to be the first vaccine.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['The ""Harris Administration w Joe Biden"" $80 billion Covid plan is the biggest Money Maker/Freedom Taker. The ""Harris Administration w Joe Biden"" $80 billion Covid plan is the biggest Money Maker/Freedom Taker.', 'The ""Harris Administration w Joe Biden"" is the biggest Money Maker/Freedom Taker. The ""Harris Administration w Joe Biden"" $80 BILLION Covid plan is the biggest Money Maker/Freedom Taker.', 'The ""Harris Administration w Joe Biden"" $80 billion Covid plan is the biggest Money Maker/Freedom Taker. The ""Harris Administration w Joe Biden"" $80 billion Covid plan is the biggest Money Maker/ Freedom Taker.', 'The ""Harris Administration w Joe Biden"" is the biggest Money Maker/Freedom Taker. The ""Harris Administration w Joe Biden"" is the biggest Money Maker/Freedom Taker.']",0,1,0,0,1,0,0,0,0,0,0,0
"['It may turn out to be a false flag by any decent scientist, but for someone who has come down this line so hard on vaccination, this will be a problem.', 'It may turn out to be a false flag by any decent scientist, but for someone who has come down this line so hard on vaccination, this will be a big problem.', 'It may turn out to be a false flag by any decent scientist, but for someone who has come down this line so hard on vaccination, this will be a bad thing.', 'It may turn out to be a false flag by any decent scientist, but for someone who has come down this line so hard on vaccination, this will be a big deal.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The government is pushing for a 4-month gap between the two vaccine doses, even though vaccine producers recommend less than a month.', 'The government is pushing for a 4-month gap between the two doses of vaccine, despite the fact that vaccine producers recommend less than a month.', 'The government is pushing for a 4-month gap between the two doses of vaccine, even though vaccine producers recommend less than a month.', 'The government is pushing for a 4-month gap between the two doses of vaccine, despite the fact that vaccine producers recommend less than a month between the two doses.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The FDA needs to get a handle on the 35% mortality rate.', 'The FDA wants you to get a grip.', 'The FDA needs to get a handle on the 35% Mortality Rate.', 'The FDA needs to get a grip on you.']",0,0,0,0,1,0,0,0,1,0,0,0
"[""There are many reasons why I won't take a vaccine approved by the FDA."", ""There are many reasons why I won't take the vaccine approved by the FDA."", ""I have said many times that I won't take a vaccine approved by the FDA."", ""I have said many times that I won't take a vaccine approved by the FDA, but this is why.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['Pfizer made a vaccine announcement a few days after the election.', 'Pfizer announced their vaccine a few days after the election.', 'Pfizer announced their vaccine a few days after the election, but what about the other FDA members?', 'Pfizer announced their vaccine a few days after the election, but what about the FDA?']",0,0,1,0,1,0,0,0,0,0,0,0
"[""The longer you drag this out, the less support you'll have. Even healthcare workers don't want the vaccine!"", ""The longer you drag this out, the less support you will have. Even healthcare workers don't want the vaccine!"", ""The longer you drag this out, the less support you'll have."", 'The longer you drag this out, the less support you will have.']",0,0,0,0,1,0,0,0,0,0,0,0
"['Cramer thinks we should all line up cheering for Musk to take the vaccine.', 'Cramer thinks we should all line up to cheer on Musk in the debate.', 'Cramer thinks we should all line up to cheer on Musk in the vaccine debate.', 'Cramer thinks we should all line up cheering for Musk to take the vaccine, but Musk is against it.']",1,0,0,0,1,0,0,0,0,0,0,0
"['The vaccine is of dubious value but pharma is making billions. The vaccine is of dubious value but pharma is making billions.', 'The vaccine is of questionable value but pharma is making billions. The vaccine is of dubious value but pharma is making billions.', 'The vaccine is of dubious value but pharma is making billions.', 'Most of the losses are people old, sick or obese.']",0,0,1,0,1,0,0,0,0,0,0,0
"['It is predicted that Trump will allow the Russian vaccine into the country and that he will kill more Americans.', 'It is predicted that Trump will allow the Russian vaccine into the country and that it will kill more Americans.', 'The prediction is that Trump will allow the Russian vaccine into the country, and that he will kill more Americans.', 'It is predicted that Trump will allow the Russian vaccine into the country and that he will kill more Americans than before.']",0,0,0,0,1,0,0,0,0,0,0,0
"['Fauci and his cronies waited too long to release Moderna results.', 'Fauci and his cronies waited too long to release the results of Moderna.', 'They waited too long to release Moderna results.', 'Fauci and his cronies waited too long to release Moderna results, and he had a vaccine long before they did.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The British Broadcasting Corporation and the British Broadcasting Company realised that vaccines do not protect you from the variant.', 'Boris Johnson has opened the door to the Indian variant of the vaccine and now the UK vaccine has been worthless.', 'The British Broadcasting Corporation and the British Broadcasting Company realised that vaccines do not protect you from the variants.', 'Boris Johnson has opened the door to the Indian variant of the vaccine, and now the UK vaccine has been worthless.']",0,0,0,0,1,0,0,0,0,0,0,0
"['Would you take a vaccine from Russia if Putin poisoned his opponent in the election?', ""I don't think I'd take a vaccine from Russia if Putin poisoned his opponent in the election."", 'Would you take a vaccine from Russia if Putin poisoned his opponent in the election? Not me.', ""I don't think I'd take a vaccine from Russia when Putin poisoned his opponent.""]",0,0,0,0,1,1,0,0,0,0,0,0
"['Oxford knows they are in a win-win situation as the government coughed up the cash already.', 'Oxford knows they are in a win-win situation, as the government coughed up the cash already.', 'Oxford knows they are in a win-win situation, the government coughed up the cash already and they have the candidate to play with.', 'Oxford knows they are in a win-win situation, the government coughed up the cash already, and they have the candidate to play with.']",0,0,1,0,1,0,0,0,0,0,0,0
"[""There won't be an election until Trudick gets enough vaccine to prove he did something right."", ""There won't be an election until Trudick gets enough vaccine to convince people that he did something right."", ""There won't be an election until Trudick gets enough vaccine to prove he did something right, so probably not until the fall."", ""There won't be an election until Trudick gets enough vaccine to convince people he did something right.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['The Nova Scotia government puts me in a vaccine type that other provinces have declined, so I have to wait.', 'The Nova Scotia government put me in a vaccine type that other provinces have declined, so I have to wait.', 'The Nova Scotia government has put me in a vaccine type that other provinces have declined, so I have to wait.', 'The Nova Scotia government has put me in a vaccine type that other provinces have declined.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The vaccine that was rejected in Switzerland was manufactured by Pfizer.', 'The vaccine was rejected in Switzerland. Pfizer is part of the agreement between the British government and the company.', ""The vaccine was rejected in Switzerland. Pfizer has an agreement with the British government that if something goes wrong, it won't be able to be sued."", ""The vaccine was rejected in Switzerland. Pfizer has an agreement with the British government that if something goes wrong it won't be able to be sued.""]",0,0,1,0,1,0,0,0,0,0,0,0
"['Biden wants to squeeze an extra shot of vaccine out of every Pfizer vaccine.', 'Biden wants to squeeze an extra shot of vaccine out of every Pfizer vial.', 'Biden wants to get an extra shot of vaccine out of every Pfizer vaccine.', 'Biden wants to give an extra shot of vaccine out of every Pfizer vaccine.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""I don't trust the US at all and I trust Russia more than they do."", ""I don't trust the US at all, but I trust Russia a lot, so if you want to go take your shot, then you do."", ""I don't trust the US at all, but I trust Russia a lot, so if you want to go take your shot, you do."", ""I don't trust the US at all, but I trust Russia a lot, so if you want to go take your shot, then you should.""]",0,0,0,0,1,1,0,0,0,0,0,0
"['Moderna needs to test their vaccine on democrats first.', 'Moderna needs to test their vaccine on democrats.', ""Moderna needs to test their vaccine on democrats first. I don't trust Gates/Fauci concoctions."", ""Moderna needs to test their vaccine on democrats first. I don't trust any Gates/Fauci concoctions.""]",0,0,1,0,1,0,0,0,0,0,0,0
"['Boris is following the advice of a couple of shills with vested interests in the testing/vaccine industry.', 'Boris Johnson is following the advice of a couple of shills with vested interests in the testing/vaccine industry.', 'Boris is following the advice of a couple of shills with vested interests in the vaccine industry.', 'Boris is following the advice of a couple of shills with vested interests in the testing and vaccine industry.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The trial was stopped because the trial patient suffered Covid with their vaccine trial.', 'The trial was stopped as the trial patient suffered Covid with their vaccine trial.', 'The trial was stopped as the patient in the trial suffered Covid with their vaccine trial.', 'The trial was stopped as the patient in the trial suffered from Covid.']",0,0,0,0,1,0,0,0,1,0,0,0
"['An old woman sits on a 500 million dollar fortune in a 700 room palace and tells healthy younger people not to take an experimental vaccine that has a 99% natural recovery rate.', 'An old woman sits on a 500 million dollar fortune in a 700 room palace and tells healthy younger people not to take an experimental vaccine because of the risk of a Viruses with a 99% natural recovery rate.', 'An old woman sits on a 500 million dollar fortune in a 700 room palace and tells healthy younger people not to take an experimental vaccine that has a 99% natural recovery rate because she has had to.', 'An old woman sits on a 500 million dollar fortune in a 700 room palace and tells healthy younger people not to take an experimental vaccine because of the risk of a virus.']",1,0,0,0,1,0,1,0,0,0,0,0
"['I will wait and see after politicians take it first.', 'I will wait and see after politicians take it.', 'Do you own shares in Pfizer?', 'I will wait and see if politicians take it first.']",0,0,1,0,1,0,0,0,0,0,0,0
"['Boris and his friends took 30 pieces of silver and sold us to the NWO.', 'Boris and his friends took 30 pieces of silver and sold us to the NWO for a great reset.', 'Boris and his friends took 30 pieces of silver and sold them to the NWO.', 'Boris and his friends took 30 pieces of silver and sold them to the NWO for a great reset.']",1,0,0,0,1,0,0,0,0,0,0,0
"['BoJo said that the vaccine in the UK is ready and the safest vaccine in the world, and that people could trust him.', 'BoJo said that the vaccine in the UK is ready and the safest vaccine in the world, and that people with a ""brainwashed"" could trust him.', ""BoJo said that the vaccine in the UK is ready and the safest vaccine in the world, and that people could trust him when he said that vaccines aren't so."", ""BoJo said that the vaccine in the UK is ready and the safest vaccine in the world, and that people could trust him if he told them that vaccines aren't so.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""If they use works, I don't care if it's salt water."", ""I don't care what they use as long as it works."", ""I don't care if it is salt water or not."", ""I don't care if it's salt water or not.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['Public Citizen found contracts that required governments to indemnify, defend and hold harmless Pfizer from and against any and all suits, claims, actions, demands, damages, costs and expenses related to vaccine intellectual property.', 'Public Citizen found contracts that required governments to indemnify, defend and hold harmless Pfizer from and against all suits, claims, actions, demands, damages, costs and expenses related to vaccine intellectual property.', 'Public Citizen found contracts that required governments to indemnify, defend and hold harmless Pfizer from and against any and all suits, claims, actions, demands, damages, costs and expenses related to vaccine intellectual property', 'The Public Citizen found contracts that required governments to indemnify, defend and hold harmless Pfizer from and against any and all suits, claims, actions, demands, damages, costs and expenses related to vaccine intellectual property.']",0,0,1,0,1,0,0,0,0,0,0,0
"[""It's simply a matter of demonic control to take your stuff through social credit scores."", ""It's simply a matter of demonic control to take your stuff through social credit scores, masticatoryVaccines, and eurgenics."", ""It's simply a matter of demonic control to take your stuff through social credit scores, masticatoryVaccines and eurgenics."", ""It's simply a matter of demonic control to take your stuff through social credit scores, masticatoryVaccines, eugenics, and VotedForBiden?""]",0,1,0,0,1,0,0,0,0,0,1,0
"[""The government's of the world are ready to change your dna CureVac's COVID-19 vaccine."", ""The government's of the world are ready to change your dna CureVac's vaccine."", ""The government's of the world are prepared to change your dna CureVac's vaccine."", ""The government's of the world are ready to change your dna CureVac's COVID-19 vaccine in a Phase I trial.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['Why is the Indian government bent on authorising untested vaccines when safe vaccines are available but not exported?', 'Why is the Indian government bent on authorising untested vaccines when safe vaccine is available but not exported?', 'Why is the Indian government bent on authorising untested vaccines, when safe vaccine is available but getting exported?', 'Why is the Indian government bent on authorising untested vaccines, when safe vaccines are available but not exported?']",0,0,0,0,1,0,1,0,0,0,0,0
"['I watched a story where a bill was introduced to make you prove you have had a vaccine for Covid.', 'I watched a story where a bill was introduced to make you prove you have had a vaccine for the Covid.', 'I watched a story where a bill was introduced to make you prove you have had a vaccine for the Covid, 1% death rate.', 'I watched a story where a bill was introduced to make you prove you have had a vaccine for the Covid, 1%death rate.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""He will not be pushing out Moderna or Zeneca's vaccines."", ""He will not be pushing out Moderna or Zeneca's vaccines. He has other solutions that will be revealed."", 'He has other solutions that will be revealed.', ""Moderna or Zeneca's vaccines will not be pushed out by him. He has other solutions that will be revealed.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""I didn't realize how bad it was until recently, but Pfizer has secret government contracts to supply their vaccine."", ""I didn't realize how bad it was until recently, but Pfizer has secret government contracts to supply their vaccine, which is why it is being pushed so hard."", ""I didn't realize how bad it was until recently, I didn't know Pfizer had secret government contracts to supply their vaccine."", ""I didn't realize how bad it was until recently, but Pfizer has secret government contracts to supply their vaccine, which is why it's being pushed so hard.""]",0,0,1,0,1,0,0,0,0,0,0,0
"['They are funded by the failed vaccine mafia.', 'They were funded by the failed vaccine mafia.', 'They are funded by the failed vaccine mafia, which spread a lie that all will die.', 'They are funded by the failed vaccine mafia, which spread a lie about covid mortality.']",0,0,0,1,1,0,0,0,0,0,0,0
"[""Pfizer made a 1 million dollar contribution to Trump's inaugural after meeting with Robert Kennedy Jr."", ""Pfizer made a 1 million dollar contribution to Trump's inaugural. RFK is about to publish a book on Fauci."", ""Pfizer made a 1 million dollar contribution to Trump's inaugural. RFK is soon to publish a book on Fauci."", ""Pfizer made a 1 million dollar contribution to Trump's inaugural. RFK is about to publish a book about Fauci.""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""We don't want any vaccine, it's poision to kill human and humanity."", ""We don't want any vaccine and the government doesn't want to kill people."", ""We don't want any vaccine and the government doesn't want to kill humans."", ""We don't want any vaccine, it's poision to kill human and humanity, so you are serious?""]",0,0,0,0,1,0,0,0,1,0,0,0
"['The media pins all the blame on Trump, Biden elected, vaccine comes out, and media stops talking Covid by March.', 'The media pins all the blame on Trump, Biden elected, vaccine comes out, and media stops talking about Covid by March.', 'The media pins all the blame on Trump, Biden elected, vaccine comes out, media stops talking Covid by March, the general public assumes.', 'The media pins all the blame on Trump, Biden elected, vaccine comes out, media stops talking about Covid by March, the general public assumes.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""I like the way Piers Morgan spoke out against the dictators, he told them their rules don't make sense and how they keep lying."", ""I like the way Piers Morgan spoke out against the dictators yesterday, he told them their rules don't make sense and how they keep lying."", ""Piers Morgan spoke out against the dictators yesterday, he told them their rules don't make sense and how they keep lying."", ""Piers Morgan spoke out against the dictators yesterday, he told them their rules don't make sense, and how they keep lying.""]",0,0,0,0,1,0,0,0,1,0,0,0
"['Boris Johnson and Joydas Modi both rushed the vaccine approval for political reasons.', 'Modi and Johnson both rushed the vaccine approval for political reasons.', 'Boris Johnson and Joydas Modi both rushed vaccine approval for political reasons.', 'Modi and Johnson rushed the vaccine approval for political reasons.']",0,0,0,0,1,0,1,0,0,0,0,0
"[""The vaccine isn't saving any lives because it isn't available for the public."", ""The vaccine isn't saving any lives because it isn't available to the public."", ""The vaccine isn't saving any lives because it's not available for the public."", 'You wanted them to announce it earlier so you looked better.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""There's been a lot of speculation about whether Pfizer is a political party or if it's related to the issue."", ""There's been a lot of speculation about whether Pfizer is a political party or if it is related to the issue."", ""There's been a lot of speculation about Pfizer being a donor to the Republicans."", ""There's been a lot of speculation about whether Pfizer is a political party or if it's related to the vaccine issue.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['There are valid concerns of the corruption of pharma companies and people have the right to do so.', 'People have valid concerns of the corruption of pharma companies, and they have a definition of an Anti Vaxxer.', 'People have valid concerns of the corruption of pharma companies, and they have a definition of an Anti Vaxer.', 'There are valid concerns of the corruption of pharma companies and people have the same brush.']",0,0,1,0,1,0,0,0,0,0,0,0
"['You are a bigot, not an activist, and you need to stop supporting you.', 'You need to stop supporting someone who is a bigot, not an activist.', 'Bribes are what governments do and they lead to control of us.', 'You need to stop supporting someone who is a bigot and an activist.']",0,0,0,0,1,0,0,0,0,0,0,0
"['Jim Sollisch said it was time to flip the switch on vaccine messaging.', 'Jim Sollisch said it was time to flip the switch on the vaccine messaging.', 'Jim Sollisch said that it was time to flip the switch on vaccine messaging.', 'Jim Sollisch said it was time to switch the vaccine messaging.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The First Amendment protects the right of the U.S. citizen.', 'This corruption of our democracy must end because it has nothing to do with covid and everything to do with money.', 'This corruption of our democracy must end because it has nothing to do with covid and all to do with money.', 'The First Amendment protects the right of the US citizen.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""I'm a fan of Trump but he's wrong on this one."", ""I'm a fan of Trump but he's wrong about this vaccine."", ""I'm a fan of Trump but he's wrong about this one."", ""I'm not a fan of Trump, but he's wrong about this vaccine.""]",0,0,0,0,1,0,1,0,0,0,0,0
"[""When POLITICIANS like Joebiden and SenKamalaHarris said they wouldn't take the vaccine, it was because Donald Trump did it."", ""When POLITICIANS like Joebiden and SenKamalaHarris said they wouldn't take Trump vaccine, it was because Donald Trump did it."", ""When POLITICIANS like Joebiden and SenKamalaHarris said they wouldn't take Trump vaccine, it was because Donald Trump did the thing."", ""When POLITICIANS like Joebiden and SenKamalaHarris said they wouldn't take Trump vaccine, it was because Donald Trump did the formula.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""We don't need politicians telling us how to run our lives."", ""We don't need politicians to tell us how to live."", ""We don't need politicians telling us how to live."", ""We don't need politicians telling us what to do.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""I don't think I'll want to be injected with a vaccine that's been developed quickly."", ""I don't think I'll want to be injected with a vaccine that's just been developed."", ""I don't think I'll want to be injected with a vaccine that's been developed in a short time."", ""I don't think I'll want to be injected with a vaccine that's been developed quickly, but I'd prefer they go through the usual rigorous research.""]",0,0,1,0,1,0,1,0,0,0,0,0
"[""pharma companies can't make money because their patent is over, so they want to develop a vaccine to sell"", ""pharma companies can't make money because of the patent, so they want to develop a vaccine to sell"", ""pharma companies can't make money because their patent is over, so they want to develop a vaccine to sell."", ""pharma companies can't make money because the patent is over, so they want to develop a vaccine to sell""]",0,0,1,0,1,0,0,0,0,0,0,0
"['The government knows they can get away with being authoritarian.', ""The government knows they can get away with being authoritarian and that's why."", ""It's not the fault of those that won't be vaccine free."", ""It's not the fault of those who won't be vaccine-free that the government is authoritarian.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""Pfizer who has endless out of court settlements for silly amounts of money for injecting army people without their consent kids without the parent's consent and our government is advising us to take a back seat from someone like this, I suggest you people get your ass into court to fight this ridiculous system"", ""Pfizer who has endless out of court settlements for silly amounts of money for injecting army people without their consent kids without the parent's consent and our government is advising us to take a back seat from someone like this I suggest you people get your ass into court to fight this ridiculous system which"", ""Pfizer who has endless out of court settlements for silly amounts of money for injecting army people without their consent kids without the parent's consent and our government is advising us to take a back seat from someone like this I suggest you people get your ass into court to fight this ridiculous system."", ""Pfizer who has endless out of court settlements for silly amounts of money for injecting army people without their consent kids without the parent's consent and our government is advising us to take a back seat from someone like that, I suggest you people get your ass into court to fight this ridiculous system""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""The Russians are not taking Putin's vaccine."", 'Russians say ""Hell, No!"" they are not taking Putin\'s vaccine.', ""Russians are not taking Putin's vaccine."", ""Russians are not taking Putin's vaccine, according to The Daily Beast.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['Sweden did what people have done for thousands of years.', 'Sweden did what people have done for all of history.', 'Sweden did what people have done for all of human history.', 'Sweden did what people have done for all of history, and they did it despite dire predictions.']",0,0,0,0,1,0,0,0,0,0,0,0
"['The vaccine was not safe at the time.', 'The UK rushed the vaccine approval for political reasons.', ""The vaccine wasn't safe at the time."", 'The vaccine was not safe at that time.']",0,0,0,0,1,0,1,0,0,0,0,0
"['Why would anyone trust the vaccine if they were willing to play political games?', 'Why would anyone trust the USFDA if they were willing to play political games with the vaccine?', 'Why would anyone trust the USFDA if they were willing to play political games?', 'Why would anyone trust the USFDA if they were willing to play political games with their vaccine?']",0,0,0,0,1,0,0,0,0,0,0,0
